hrs1,sex,racecen1,mntlhlth,depress,wrkstat
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,BLACK OR AFRICAN AMERICAN,10,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
20,MALE,HISPANIC,0,No,Working part time
40,FEMALE,HISPANIC,0,No,Working full time
40,MALE,WHITE,3,No,Working full time
.i:  Inapplicable,.d:  Do not Know/Cannot Choose,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
16,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
6,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,5,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
8,FEMALE,HISPANIC,-97,No,Working full time
36,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
23,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
40,MALE,WHITE,30,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
40,MALE,WHITE,0,No,Working full time
73,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
35,MALE,.d:  Do not Know/Cannot Choose,0,No,Working part time
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,5,No,Working full time
40,FEMALE,WHITE,2,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,3,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
40,MALE,WHITE,30,No,Working full time
35,FEMALE,WHITE,20,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
50,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,2,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
70,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
35,MALE,WHITE,3,No,Working part time
.i:  Inapplicable,MALE,WHITE,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,MALE,WHITE,3,No,Working full time
40,FEMALE,WHITE,0,Yes,Working full time
25,FEMALE,WHITE,1,No,Working full time
28,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
30,MALE,WHITE,0,No,Working part time
40,FEMALE,WHITE,3,Yes,Working full time
.s:  Skipped on Web,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,.s:  Skipped on Web
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,5,No,Working full time
62,MALE,WHITE,15,No,Working full time
10,FEMALE,WHITE,2,No,Working part time
50,MALE,WHITE,15,No,Working full time
45,MALE,WHITE,4,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,.n:  No answer,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
38,FEMALE,WHITE,10,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,4,Yes,Working full time
32,MALE,WHITE,23,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
40,MALE,WHITE,0,No,Working full time
40,MALE,SOME OTHER RACE,7,No,Working full time
80,MALE,BLACK OR AFRICAN AMERICAN,5,Yes,Working full time
40,FEMALE,WHITE,5,Yes,Working full time
50,MALE,JAPANESE,0,No,Working full time
22,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
40,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
50,FEMALE,WHITE,0,Yes,Working full time
40,FEMALE,WHITE,30,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,5,Yes,Working full time
52,FEMALE,WHITE,10,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,.i:  Inapplicable,0,No,Working full time
60,MALE,HISPANIC,0,No,Working full time
45,FEMALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
.i:  Inapplicable,FEMALE,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,WHITE,0,No,Working full time
41,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,FEMALE,WHITE,-97,.s:  Skipped on Web,Working full time
20,FEMALE,WHITE,0,No,Working part time
40,FEMALE,WHITE,10,Yes,Working full time
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,30,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
14,FEMALE,WHITE,-97,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,FEMALE,WHITE,0,No,Working full time
40,MALE,WHITE,0,No,Working full time
11,FEMALE,WHITE,2,No,Working part time
40,FEMALE,WHITE,4,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
25,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Working part time
32,MALE,BLACK OR AFRICAN AMERICAN,1,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
17,FEMALE,WHITE,0,No,Working part time
50,MALE,WHITE,7,No,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,5,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,.i:  Inapplicable,.n:  No answer,No,Working full time
48,MALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
12,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,BLACK OR AFRICAN AMERICAN,10,No,Working full time
40,FEMALE,WHITE,0,Yes,Working full time
40,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,JAPANESE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,7,Yes,Working full time
35,MALE,WHITE,3,No,Working full time
70,FEMALE,WHITE,7,Yes,Working full time
32,FEMALE,WHITE,15,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
30,MALE,.d:  Do not Know/Cannot Choose,7,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Other
12,MALE,WHITE,7,No,Working part time
37,FEMALE,CHINESE,0,No,Working full time
50,FEMALE,WHITE,10,Yes,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
45,FEMALE,WHITE,0,No,Working full time
40,FEMALE,ASIAN INDIAN,0,No,Working full time
25,FEMALE,BLACK OR AFRICAN AMERICAN,5,Yes,Working part time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,Other
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,5,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
50,MALE,WHITE,0,Yes,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,MALE,.i:  Inapplicable,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
40,FEMALE,BLACK OR AFRICAN AMERICAN,-97,No,Working full time
33,MALE,BLACK OR AFRICAN AMERICAN,5,Yes,Working part time
.i:  Inapplicable,FEMALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
46,MALE,WHITE,5,No,Working full time
.i:  Inapplicable,MALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
78,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
10,MALE,HISPANIC,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
24,MALE,WHITE,0,No,Working part time
45,MALE,WHITE,0,No,Working full time
11,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working part time
38,MALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
30,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
36,FEMALE,WHITE,-97,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
38,FEMALE,WHITE,0,Yes,Working full time
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
40,MALE,WHITE,15,No,Working full time
50,MALE,WHITE,0,No,Working full time
45,FEMALE,WHITE,3,Yes,Working full time
50,MALE,WHITE,3,No,Working full time
6,MALE,WHITE,.n:  No answer,.n:  No answer,Working part time
40,FEMALE,WHITE,0,Yes,Working full time
60,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
40,FEMALE,CHINESE,1,No,Working full time
45,MALE,WHITE,3,No,Working full time
48,MALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Working full time
60,MALE,WHITE,1,No,Working full time
40,FEMALE,WHITE,2,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
55,MALE,WHITE,30,No,Working full time
45,FEMALE,WHITE,0,Yes,Working full time
65,MALE,WHITE,15,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,MALE,WHITE,20,No,Working full time
50,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
28,FEMALE,WHITE,30,Yes,Working part time
40,MALE,WHITE,3,Yes,Working full time
60,MALE,WHITE,0,No,Working full time
42,FEMALE,WHITE,20,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
55,MALE,WHITE,0,No,Working full time
50,MALE,WHITE,0,No,Working full time
40,FEMALE,OTHER ASIAN,0,No,Working full time
40,FEMALE,WHITE,12,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
35,FEMALE,WHITE,2,No,Working full time
50,FEMALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
40,MALE,CHINESE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
50,MALE,WHITE,15,No,Working full time
54,.s:  Skipped on Web,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,ASIAN INDIAN,-97,No,Working full time
50,FEMALE,WHITE,.d:  Do not Know/Cannot Choose,No,Working full time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.n:  No answer,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,.d:  Do not Know/Cannot Choose,FILIPINO,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,WHITE,0,No,Working full time
45,FEMALE,WHITE,0,No,Working full time
24,MALE,WHITE,30,Yes,Working full time
45,FEMALE,WHITE,0,No,Working full time
4,FEMALE,WHITE,5,Yes,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
30,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
55,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,FILIPINO,4,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,5,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
18,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
16,FEMALE,HISPANIC,30,Yes,Working part time
40,.n:  No answer,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
48,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,MALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,2,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,FEMALE,WHITE,-97,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
41,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
60,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
50,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,0,No,Working part time
40,FEMALE,.n:  No answer,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
80,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
35,FEMALE,WHITE,5,No,Working part time
45,MALE,WHITE,5,Yes,Working full time
.i:  Inapplicable,FEMALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,10,No,Working full time
40,MALE,WHITE,2,No,Working full time
30,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,FEMALE,WHITE,2,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,MALE,JAPANESE,5,No,Working full time
16,FEMALE,WHITE,0,Yes,Working part time
40,FEMALE,WHITE,20,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,FEMALE,WHITE,7,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
50,FEMALE,WHITE,3,Yes,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
40,FEMALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
55,MALE,BLACK OR AFRICAN AMERICAN,25,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,In school
46,FEMALE,BLACK OR AFRICAN AMERICAN,1,No,Working full time
55,MALE,SOME OTHER RACE,0,No,Working full time
.i:  Inapplicable,MALE,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
44,MALE,WHITE,2,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
43,MALE,WHITE,30,Yes,Working full time
37,FEMALE,BLACK OR AFRICAN AMERICAN,2,No,Working full time
51,MALE,WHITE,2,No,Working full time
35,FEMALE,HISPANIC,4,No,Working part time
.i:  Inapplicable,MALE,OTHER PACIFIC ISLANDER,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,FILIPINO,2,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
12,FEMALE,FILIPINO,15,No,Working part time
40,FEMALE,CHINESE,0,No,Working full time
40,MALE,CHINESE,0,No,Working full time
40,FEMALE,WHITE,0,No,Working full time
42,MALE,FILIPINO,0,No,Working full time
40,FEMALE,WHITE,4,Yes,Working full time
45,FEMALE,WHITE,7,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,4,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,MALE,WHITE,3,No,Working full time
.i:  Inapplicable,FEMALE,JAPANESE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,15,No,Working full time
.i:  Inapplicable,MALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
20,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
45,MALE,WHITE,25,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
